id,tt_no,create_date,date,mail_to,mail_cc
388,20160511388,0000-00-00,"2016-05-11 15:11:45",NULL,NULL
389,20160511389,0000-00-00,"2016-05-11 16:18:22",NULL,NULL
390,20160515390,0000-00-00,"2016-05-15 12:12:32",NULL,NULL
391,20160515391,0000-00-00,"2016-05-15 12:19:50",NULL,NULL
392,20160516392,0000-00-00,"2016-05-16 18:08:49",NULL,NULL
393,20160517393,0000-00-00,"2016-05-17 09:42:41",NULL,NULL
394,20160518394,0000-00-00,"2016-05-18 10:45:37",NULL,NULL
395,20160518395,0000-00-00,"2016-05-18 18:06:03",NULL,NULL
396,20160519396,0000-00-00,"2016-05-19 10:14:54",NULL,NULL
397,20160519397,0000-00-00,"2016-05-19 10:15:41",NULL,NULL
398,20160519398,0000-00-00,"2016-05-19 12:03:06",NULL,NULL
399,20160519399,0000-00-00,"2016-05-19 12:08:00",NULL,NULL
400,20160519400,0000-00-00,"2016-05-19 14:02:17",NULL,NULL
401,20160524401,0000-00-00,"2016-05-24 12:47:38",NULL,NULL
402,20160524402,0000-00-00,"2016-05-24 16:35:27",NULL,NULL
403,20160525403,0000-00-00,"2016-05-25 10:59:24",NULL,NULL
404,20160525404,0000-00-00,"2016-05-25 11:00:21",NULL,NULL
405,20160525405,0000-00-00,"2016-05-25 12:57:58",NULL,NULL
406,20160525406,0000-00-00,"2016-05-25 17:03:17",NULL,NULL
407,20160525407,0000-00-00,"2016-05-25 18:06:57",NULL,NULL
408,20160525408,0000-00-00,"2016-05-25 18:28:45",NULL,NULL
409,20160526409,0000-00-00,"2016-05-26 10:13:22",NULL,NULL
410,20160530410,0000-00-00,"2016-05-30 18:37:38",NULL,NULL
411,20160531411,0000-00-00,"2016-05-31 11:01:50",NULL,NULL
412,20160531412,0000-00-00,"2016-05-31 11:09:18",NULL,NULL
413,20160531413,0000-00-00,"2016-05-31 11:24:12",NULL,NULL
414,20160531414,0000-00-00,"2016-05-31 12:42:24",NULL,NULL
415,20160531415,0000-00-00,"2016-05-31 12:57:38",NULL,NULL
416,20160531416,0000-00-00,"2016-05-31 18:01:01",NULL,NULL
417,20160601417,0000-00-00,"2016-06-01 10:30:13",NULL,NULL
418,20160601418,0000-00-00,"2016-06-01 10:38:44",NULL,NULL
419,20160601419,0000-00-00,"2016-06-01 13:56:15",NULL,NULL
420,20160602420,0000-00-00,"2016-06-02 17:25:14",NULL,NULL
421,20160605421,0000-00-00,"2016-06-05 10:20:03",NULL,NULL
422,20160605422,0000-00-00,"2016-06-05 11:48:23",NULL,NULL
423,20160605423,0000-00-00,"2016-06-05 13:00:19",NULL,NULL
424,20160605424,0000-00-00,"2016-06-05 17:26:18",NULL,NULL
425,20160606425,0000-00-00,"2016-06-06 10:59:33",NULL,NULL
426,20160606426,0000-00-00,"2016-06-06 11:19:12",NULL,NULL
427,20160606427,0000-00-00,"2016-06-06 16:28:39",NULL,NULL
428,20160607428,0000-00-00,"2016-06-07 11:02:57",NULL,NULL
429,20160608429,0000-00-00,"2016-06-08 09:49:16",NULL,NULL
430,20160608430,0000-00-00,"2016-06-08 10:44:37",NULL,NULL
431,20160608431,0000-00-00,"2016-06-08 12:20:59",NULL,NULL
432,20160609432,0000-00-00,"2016-06-09 10:37:36",NULL,NULL
433,20160609433,0000-00-00,"2016-06-09 11:36:31",NULL,NULL
434,20160609434,0000-00-00,"2016-06-09 12:56:37",NULL,NULL
435,20160612435,0000-00-00,"2016-06-12 09:54:53",NULL,NULL
436,20160613436,0000-00-00,"2016-06-13 14:52:37",NULL,NULL
437,20160613437,0000-00-00,"2016-06-13 14:53:22",NULL,NULL
438,20160613438,0000-00-00,"2016-06-13 14:54:11",NULL,NULL
439,20160613439,0000-00-00,"2016-06-13 14:55:12",NULL,NULL
440,20160613440,0000-00-00,"2016-06-13 14:55:55",NULL,NULL
441,20160613441,0000-00-00,"2016-06-13 14:56:47",NULL,NULL
442,20160614442,0000-00-00,"2016-06-14 10:29:42",NULL,NULL
443,20160614443,0000-00-00,"2016-06-14 12:33:08",NULL,NULL
444,20160615444,0000-00-00,"2016-06-15 12:21:53",NULL,NULL
445,20160615445,0000-00-00,"2016-06-15 12:35:50",NULL,NULL
446,20160619446,0000-00-00,"2016-06-19 09:38:32",NULL,NULL
447,20160619447,0000-00-00,"2016-06-19 10:08:42",NULL,NULL
448,20160619448,0000-00-00,"2016-06-19 11:12:32",NULL,NULL
449,20160619449,0000-00-00,"2016-06-19 14:57:10",NULL,NULL
450,20160620450,0000-00-00,"2016-06-20 12:41:35",NULL,NULL
451,20160620451,0000-00-00,"2016-06-20 14:54:27",NULL,NULL
452,20160621452,0000-00-00,"2016-06-21 14:14:50",NULL,NULL
453,20160621453,0000-00-00,"2016-06-21 14:16:39",NULL,NULL
454,20160623454,0000-00-00,"2016-06-23 08:15:29",NULL,NULL
455,20160623455,0000-00-00,"2016-06-23 10:22:22",NULL,NULL
456,20160626456,0000-00-00,"2016-06-26 10:15:14",NULL,NULL
457,20160627457,0000-00-00,"2016-06-27 10:01:15",NULL,NULL
458,20160627458,0000-00-00,"2016-06-27 10:34:31",NULL,NULL
459,20160627459,0000-00-00,"2016-06-27 11:34:05",NULL,NULL
460,20160628460,0000-00-00,"2016-06-28 11:17:57",NULL,NULL
461,20160710461,0000-00-00,"2016-07-10 12:41:38",NULL,NULL
462,20160710462,0000-00-00,"2016-07-10 12:45:16",NULL,NULL
463,20160710463,0000-00-00,"2016-07-10 15:55:24",NULL,NULL
464,20160712464,0000-00-00,"2016-07-12 12:45:44",NULL,NULL
465,20160713465,0000-00-00,"2016-07-13 10:44:05",NULL,NULL
466,20160713466,0000-00-00,"2016-07-13 17:16:56",NULL,NULL
467,20160714467,0000-00-00,"2016-07-14 11:05:22",NULL,NULL
468,20160714468,0000-00-00,"2016-07-14 14:04:57",NULL,NULL
469,20160717469,0000-00-00,"2016-07-17 16:41:11",NULL,NULL
470,20160717470,0000-00-00,"2016-07-17 17:12:22",NULL,NULL
471,20160718471,0000-00-00,"2016-07-18 13:03:50",NULL,NULL
472,20160719472,0000-00-00,"2016-07-19 18:17:36",NULL,NULL
473,20160720473,0000-00-00,"2016-07-20 09:47:20",NULL,NULL
474,20160720474,0000-00-00,"2016-07-20 09:48:28",NULL,NULL
475,20160720475,0000-00-00,"2016-07-20 10:08:23",NULL,NULL
476,20160720476,0000-00-00,"2016-07-20 10:09:40",NULL,NULL
477,20160720477,0000-00-00,"2016-07-20 10:10:29",NULL,NULL
478,20160720478,0000-00-00,"2016-07-20 10:11:31",NULL,NULL
479,20160720479,0000-00-00,"2016-07-20 10:12:21",NULL,NULL
480,20160720480,0000-00-00,"2016-07-20 10:13:03",NULL,NULL
481,20160720481,0000-00-00,"2016-07-20 10:14:24",NULL,NULL
482,20160720482,0000-00-00,"2016-07-20 13:56:22",NULL,NULL
483,20160720483,0000-00-00,"2016-07-20 14:16:43",NULL,NULL
484,20160720484,0000-00-00,"2016-07-20 14:18:19",NULL,NULL
485,20160720485,0000-00-00,"2016-07-20 14:19:09",NULL,NULL
486,20160720486,0000-00-00,"2016-07-20 14:20:48",NULL,NULL
487,20160721487,0000-00-00,"2016-07-21 10:22:54",NULL,NULL
488,20160721488,0000-00-00,"2016-07-21 11:21:35",NULL,NULL
489,20160724489,0000-00-00,"2016-07-24 14:15:36",NULL,NULL
490,20160724490,0000-00-00,"2016-07-24 15:55:44",NULL,NULL
491,20160725491,0000-00-00,"2016-07-25 10:25:27",NULL,NULL
492,20160725492,0000-00-00,"2016-07-25 11:02:51",NULL,NULL
493,20160725493,0000-00-00,"2016-07-25 14:47:07",NULL,NULL
494,20160726494,0000-00-00,"2016-07-26 11:58:48",NULL,NULL
495,20160726495,0000-00-00,"2016-07-26 12:58:42",NULL,NULL
496,20160731496,0000-00-00,"2016-07-31 11:59:18",NULL,NULL
497,20160801497,0000-00-00,"2016-08-01 13:43:59",NULL,NULL
498,20160801498,0000-00-00,"2016-08-01 14:50:35",NULL,NULL
499,20160802499,0000-00-00,"2016-08-02 13:52:21",NULL,NULL
500,20160802500,0000-00-00,"2016-08-02 16:39:18",NULL,NULL
501,20160803501,0000-00-00,"2016-08-03 10:20:50",NULL,NULL
502,20160803502,0000-00-00,"2016-08-03 10:25:19",NULL,NULL
503,20160803503,0000-00-00,"2016-08-03 11:34:53",NULL,NULL
504,20160803504,0000-00-00,"2016-08-03 12:00:26",NULL,NULL
505,20160804505,0000-00-00,"2016-08-04 10:17:49",NULL,NULL
506,20160804506,0000-00-00,"2016-08-04 11:34:36",NULL,NULL
507,20160804507,0000-00-00,"2016-08-04 16:14:04",NULL,NULL
508,20160804508,0000-00-00,"2016-08-04 18:28:32",NULL,NULL
509,20160804509,0000-00-00,"2016-08-04 18:28:36",NULL,NULL
510,20160807510,0000-00-00,"2016-08-07 16:13:20",NULL,NULL
511,20160809511,0000-00-00,"2016-08-09 13:20:59",NULL,NULL
512,20160810512,0000-00-00,"2016-08-10 10:55:22",NULL,NULL
513,20160810513,0000-00-00,"2016-08-10 14:49:47",NULL,NULL
514,20160810514,0000-00-00,"2016-08-10 17:09:53",NULL,NULL
515,20160816515,0000-00-00,"2016-08-16 12:37:34",NULL,NULL
516,20160817516,0000-00-00,"2016-08-17 12:09:42",NULL,NULL
517,20160818517,0000-00-00,"2016-08-18 15:56:01",NULL,NULL
518,20160821518,0000-00-00,"2016-08-21 14:49:50",NULL,NULL
519,20160822519,0000-00-00,"2016-08-22 13:01:55",NULL,NULL
520,20160822520,0000-00-00,"2016-08-22 17:04:00",NULL,NULL
521,20160823521,0000-00-00,"2016-08-23 14:16:25",NULL,NULL
522,20160829522,0000-00-00,"2016-08-29 09:41:11",NULL,NULL
523,20160829523,0000-00-00,"2016-08-29 09:43:41",NULL,NULL
524,20160829524,0000-00-00,"2016-08-29 09:45:18",NULL,NULL
525,20160829525,0000-00-00,"2016-08-29 09:46:11",NULL,NULL
526,20160829526,0000-00-00,"2016-08-29 09:47:58",NULL,NULL
527,20160829527,0000-00-00,"2016-08-29 09:49:32",NULL,NULL
528,20160829528,0000-00-00,"2016-08-29 09:51:16",NULL,NULL
529,20160829529,0000-00-00,"2016-08-29 09:52:10",NULL,NULL
530,20160829530,0000-00-00,"2016-08-29 09:53:09",NULL,NULL
531,20160829531,0000-00-00,"2016-08-29 09:55:49",NULL,NULL
532,20160829532,0000-00-00,"2016-08-29 09:56:55",NULL,NULL
533,20160829533,0000-00-00,"2016-08-29 09:58:29",NULL,NULL
534,20160829534,0000-00-00,"2016-08-29 11:02:44",NULL,NULL
535,20160829535,0000-00-00,"2016-08-29 17:35:24",NULL,NULL
536,20160830536,0000-00-00,"2016-08-30 10:50:26",NULL,NULL
537,20160830537,0000-00-00,"2016-08-30 14:10:26",NULL,NULL
538,20160830538,0000-00-00,"2016-08-30 14:11:26",NULL,NULL
539,20160903539,0000-00-00,"2016-09-03 15:58:45",NULL,NULL
540,20160903540,0000-00-00,"2016-09-03 16:01:52",NULL,NULL
541,20160903541,0000-00-00,"2016-09-03 16:09:36",NULL,NULL
542,20160904542,0000-00-00,"2016-09-04 13:07:45",NULL,NULL
543,20160904543,0000-00-00,"2016-09-04 16:45:53",NULL,NULL
544,20160904544,0000-00-00,"2016-09-04 17:27:58",NULL,NULL
545,20160904545,0000-00-00,"2016-09-04 17:30:20",NULL,NULL
546,20160906546,0000-00-00,"2016-09-06 12:59:19",NULL,NULL
547,20160907547,0000-00-00,"2016-09-07 13:21:24",NULL,NULL
548,20160907548,0000-00-00,"2016-09-07 13:22:41",NULL,NULL
549,20160918549,0000-00-00,"2016-09-18 14:08:30",NULL,NULL
550,20160918550,0000-00-00,"2016-09-18 14:35:41",NULL,NULL
551,20160919551,0000-00-00,"2016-09-19 09:51:46",NULL,NULL
552,20160919552,0000-00-00,"2016-09-19 09:54:55",NULL,NULL
553,20160920553,0000-00-00,"2016-09-20 10:17:47",NULL,NULL
554,20160921554,0000-00-00,"2016-09-21 10:58:39",NULL,NULL
555,20160921555,0000-00-00,"2016-09-21 15:18:48",NULL,NULL
556,20160922556,0000-00-00,"2016-09-22 09:58:37",NULL,NULL
557,20160922557,0000-00-00,"2016-09-22 10:20:54",NULL,NULL
558,20160922558,0000-00-00,"2016-09-22 12:41:02",NULL,NULL
559,20160922559,0000-00-00,"2016-09-22 13:54:06",NULL,NULL
560,20160922560,0000-00-00,"2016-09-22 17:13:45",NULL,NULL
561,20160924561,0000-00-00,"2016-09-24 10:48:44",NULL,NULL
562,20160924562,0000-00-00,"2016-09-24 12:35:06",NULL,NULL
563,20160925563,0000-00-00,"2016-09-25 11:27:48",NULL,NULL
564,20160928564,0000-00-00,"2016-09-28 12:23:54",NULL,NULL
565,20160929565,0000-00-00,"2016-09-29 14:12:14",NULL,NULL
566,20160929566,0000-00-00,"2016-09-29 14:13:34",NULL,NULL
567,20160929567,0000-00-00,"2016-09-29 14:14:45",NULL,NULL
568,20160929568,0000-00-00,"2016-09-29 14:15:46",NULL,NULL
569,20160929569,0000-00-00,"2016-09-29 14:21:02",NULL,NULL
570,20160929570,0000-00-00,"2016-09-29 14:21:56",NULL,NULL
571,20160929571,0000-00-00,"2016-09-29 14:24:40",NULL,NULL
572,20160929572,0000-00-00,"2016-09-29 14:30:31",NULL,NULL
573,20160929573,0000-00-00,"2016-09-29 14:31:35",NULL,NULL
574,20160929574,0000-00-00,"2016-09-29 14:32:31",NULL,NULL
575,20160929575,0000-00-00,"2016-09-29 14:33:29",NULL,NULL
576,20160929576,0000-00-00,"2016-09-29 14:34:28",NULL,NULL
577,20160929577,0000-00-00,"2016-09-29 14:35:50",NULL,NULL
578,20160929578,0000-00-00,"2016-09-29 14:36:50",NULL,NULL
579,20160929579,0000-00-00,"2016-09-29 14:37:31",NULL,NULL
580,20160929580,0000-00-00,"2016-09-29 14:38:40",NULL,NULL
581,20160929581,0000-00-00,"2016-09-29 14:41:17",NULL,NULL
582,20161002582,0000-00-00,"2016-10-02 16:56:20",NULL,NULL
583,20161002583,0000-00-00,"2016-10-02 17:34:40",NULL,NULL
584,20161003584,0000-00-00,"2016-10-03 09:50:54",NULL,NULL
585,20161003585,0000-00-00,"2016-10-03 10:02:35",NULL,NULL
586,20161003586,0000-00-00,"2016-10-03 16:41:11",NULL,NULL
587,20161003587,0000-00-00,"2016-10-03 16:49:42",NULL,NULL
588,20161008588,0000-00-00,"2016-10-08 10:50:38",NULL,NULL
589,20161009589,0000-00-00,"2016-10-09 10:31:25",NULL,NULL
590,20161009590,0000-00-00,"2016-10-09 11:53:34",NULL,NULL
591,20161010591,0000-00-00,"2016-10-10 11:11:23",NULL,NULL
592,20161010592,0000-00-00,"2016-10-10 11:12:47",NULL,NULL
593,20161010593,0000-00-00,"2016-10-10 14:44:17",NULL,NULL
594,20161013594,0000-00-00,"2016-10-13 13:00:15",NULL,NULL
595,20161013595,0000-00-00,"2016-10-13 14:08:50",NULL,NULL
596,20161016596,0000-00-00,"2016-10-16 09:45:29",NULL,NULL
597,20161016597,0000-00-00,"2016-10-16 12:48:52",NULL,NULL
598,20161016598,0000-00-00,"2016-10-16 12:51:14",NULL,NULL
599,20161016599,0000-00-00,"2016-10-16 12:52:22",NULL,NULL
600,20161016600,0000-00-00,"2016-10-16 12:52:56",NULL,NULL
601,20161016601,0000-00-00,"2016-10-16 12:53:04",NULL,NULL
602,20161016602,0000-00-00,"2016-10-16 13:37:46",NULL,NULL
603,20161017603,0000-00-00,"2016-10-17 11:00:02",NULL,NULL
604,20161018604,0000-00-00,"2016-10-18 10:31:23",NULL,NULL
605,20161018605,0000-00-00,"2016-10-18 16:02:33",NULL,NULL
606,20161019606,0000-00-00,"2016-10-19 14:24:53",NULL,NULL
607,20161020607,0000-00-00,"2016-10-20 15:23:29",NULL,NULL
608,20161024608,0000-00-00,"2016-10-24 12:21:05",NULL,NULL
609,20161024609,0000-00-00,"2016-10-24 12:36:34",NULL,NULL
610,20161026610,0000-00-00,"2016-10-26 12:17:12",NULL,NULL
611,20161027611,0000-00-00,"2016-10-27 10:51:06",NULL,NULL
612,20161030612,0000-00-00,"2016-10-30 10:31:25",NULL,NULL
613,20161030613,0000-00-00,"2016-10-30 13:39:54",NULL,NULL
614,20161030614,0000-00-00,"2016-10-30 13:42:05",NULL,NULL
615,20161030615,0000-00-00,"2016-10-30 13:43:04",NULL,NULL
616,20161030616,0000-00-00,"2016-10-30 13:45:39",NULL,NULL
617,20161030617,0000-00-00,"2016-10-30 13:46:28",NULL,NULL
618,20161030618,0000-00-00,"2016-10-30 13:47:43",NULL,NULL
619,20161030619,0000-00-00,"2016-10-30 13:48:29",NULL,NULL
620,20161030620,0000-00-00,"2016-10-30 13:49:17",NULL,NULL
621,20161030621,0000-00-00,"2016-10-30 13:50:06",NULL,NULL
622,20161030622,0000-00-00,"2016-10-30 13:51:14",NULL,NULL
623,20161030623,0000-00-00,"2016-10-30 13:52:29",NULL,NULL
624,20161030624,0000-00-00,"2016-10-30 16:04:47",NULL,NULL
625,20161101625,0000-00-00,"2016-11-01 18:01:33",NULL,NULL
626,20161103626,0000-00-00,"2016-11-03 14:13:43",NULL,NULL
627,20161106627,0000-00-00,"2016-11-06 09:56:23",NULL,NULL
628,20161107628,0000-00-00,"2016-11-07 12:28:55",NULL,NULL
629,20161107629,0000-00-00,"2016-11-07 13:18:57",NULL,NULL
630,20161107630,0000-00-00,"2016-11-07 17:38:24",NULL,NULL
631,20161108631,0000-00-00,"2016-11-08 11:11:49",NULL,NULL
632,20161109632,0000-00-00,"2016-11-09 14:42:07",NULL,NULL
633,20161114633,0000-00-00,"2016-11-14 09:23:07",NULL,NULL
634,20161114634,0000-00-00,"2016-11-14 10:02:50",NULL,NULL
635,20161114635,0000-00-00,"2016-11-14 10:20:33",NULL,NULL
636,20161114636,0000-00-00,"2016-11-14 13:12:16",NULL,NULL
637,20161115637,0000-00-00,"2016-11-15 16:16:45",NULL,NULL
638,20161117638,0000-00-00,"2016-11-17 15:11:51",NULL,NULL
639,20161120639,0000-00-00,"2016-11-20 12:27:26",NULL,NULL
640,20161120640,0000-00-00,"2016-11-20 14:31:21",NULL,NULL
641,20161120641,0000-00-00,"2016-11-20 16:20:50",NULL,NULL
642,20161120642,0000-00-00,"2016-11-20 16:26:03",NULL,NULL
643,20161122643,0000-00-00,"2016-11-22 11:35:34",NULL,NULL
644,20161124644,0000-00-00,"2016-11-24 11:55:46",NULL,NULL
645,20161124645,0000-00-00,"2016-11-24 18:57:57",NULL,NULL
646,20161127646,0000-00-00,"2016-11-27 16:54:54",NULL,NULL
647,20161128647,0000-00-00,"2016-11-28 12:55:18",NULL,NULL
648,20161128648,0000-00-00,"2016-11-28 12:56:03",NULL,NULL
649,20161128649,0000-00-00,"2016-11-28 12:57:14",NULL,NULL
650,20161128650,0000-00-00,"2016-11-28 13:01:07",NULL,NULL
651,20161128651,0000-00-00,"2016-11-28 13:02:28",NULL,NULL
652,20161128652,0000-00-00,"2016-11-28 13:04:43",NULL,NULL
653,20161128653,0000-00-00,"2016-11-28 13:05:42",NULL,NULL
654,20161129654,0000-00-00,"2016-11-29 19:00:36",NULL,NULL
655,20161130655,0000-00-00,"2016-11-30 11:46:35",NULL,NULL
656,20161130656,0000-00-00,"2016-11-30 14:32:35",NULL,NULL
657,20161130657,0000-00-00,"2016-11-30 16:54:04",NULL,NULL
658,20161201658,0000-00-00,"2016-12-01 10:28:52",NULL,NULL
659,20161206659,0000-00-00,"2016-12-06 19:08:24",NULL,NULL
660,20161207660,0000-00-00,"2016-12-07 10:41:08",NULL,NULL
661,20161207661,0000-00-00,"2016-12-07 10:46:41",NULL,NULL
662,20161207662,0000-00-00,"2016-12-07 11:57:28",NULL,NULL
663,20161207663,0000-00-00,"2016-12-07 13:03:10",NULL,NULL
664,20161207664,0000-00-00,"2016-12-07 15:12:09",NULL,NULL
665,20161211665,0000-00-00,"2016-12-11 16:28:51",NULL,NULL
666,20161214666,0000-00-00,"2016-12-14 10:31:59",NULL,NULL
667,20161214667,0000-00-00,"2016-12-14 11:00:45",NULL,NULL
668,20161215668,0000-00-00,"2016-12-15 16:33:55",NULL,NULL
669,20161215669,0000-00-00,"2016-12-15 17:19:58",NULL,NULL
670,20161219670,0000-00-00,"2016-12-19 11:38:01",NULL,NULL
671,20161219671,0000-00-00,"2016-12-19 14:24:05",NULL,NULL
672,20161221672,0000-00-00,"2016-12-21 11:23:16",NULL,NULL
673,20161222673,0000-00-00,"2016-12-22 15:09:17",NULL,NULL
674,20161226674,0000-00-00,"2016-12-26 13:47:52",NULL,NULL
675,20161226675,0000-00-00,"2016-12-26 15:35:38",NULL,NULL
676,20161227676,0000-00-00,"2016-12-27 10:31:48",NULL,NULL
677,20161227677,0000-00-00,"2016-12-27 16:13:55",NULL,NULL
678,20161227678,0000-00-00,"2016-12-27 16:14:45",NULL,NULL
679,20161227679,0000-00-00,"2016-12-27 16:15:28",NULL,NULL
680,20161227680,0000-00-00,"2016-12-27 16:16:12",NULL,NULL
681,20161227681,0000-00-00,"2016-12-27 16:17:07",NULL,NULL
682,20161227682,0000-00-00,"2016-12-27 16:17:47",NULL,NULL
683,20161227683,0000-00-00,"2016-12-27 16:18:26",NULL,NULL
684,20161227684,0000-00-00,"2016-12-27 16:19:24",NULL,NULL
685,20161227685,0000-00-00,"2016-12-27 16:20:16",NULL,NULL
686,20161227686,0000-00-00,"2016-12-27 16:21:08",NULL,NULL
687,20161227687,0000-00-00,"2016-12-27 16:22:31",NULL,NULL
688,20161227688,0000-00-00,"2016-12-27 16:23:57",NULL,NULL
689,20161227689,0000-00-00,"2016-12-27 16:24:52",NULL,NULL
690,20161227690,0000-00-00,"2016-12-27 16:27:39",NULL,NULL
691,20161231691,0000-00-00,"2016-12-31 02:15:08",NULL,NULL
692,20170102692,0000-00-00,"2017-01-02 10:37:28",NULL,NULL
693,20170102693,0000-00-00,"2017-01-02 12:33:47",NULL,NULL
694,20170102694,0000-00-00,"2017-01-02 12:41:53",NULL,NULL
695,20170102695,0000-00-00,"2017-01-02 16:06:06",NULL,NULL
696,20170102696,0000-00-00,"2017-01-02 16:16:52",NULL,NULL
697,20170102697,0000-00-00,"2017-01-02 16:19:42",NULL,NULL
698,20170102698,0000-00-00,"2017-01-02 16:20:33",NULL,NULL
699,20170102699,0000-00-00,"2017-01-02 16:27:19",NULL,NULL
700,20170103700,0000-00-00,"2017-01-03 09:20:03",NULL,NULL
701,20170103701,0000-00-00,"2017-01-03 11:42:15",NULL,NULL
702,20170103702,0000-00-00,"2017-01-03 12:01:58",NULL,NULL
703,20170103703,0000-00-00,"2017-01-03 12:50:20",NULL,NULL
704,20170103704,0000-00-00,"2017-01-03 12:52:46",NULL,NULL
705,20170104705,0000-00-00,"2017-01-04 15:09:51",NULL,NULL
706,20170104706,0000-00-00,"2017-01-04 16:07:52",NULL,NULL
707,20170105707,0000-00-00,"2017-01-05 11:04:36",NULL,NULL
708,20170105708,0000-00-00,"2017-01-05 12:14:58",NULL,NULL
709,20170109709,0000-00-00,"2017-01-09 09:38:34",NULL,NULL
710,20170109710,0000-00-00,"2017-01-09 09:39:26",NULL,NULL
711,20170109711,0000-00-00,"2017-01-09 11:03:29",NULL,NULL
712,20170109712,0000-00-00,"2017-01-09 15:41:46",NULL,NULL
713,20170109713,0000-00-00,"2017-01-09 16:19:54",NULL,NULL
714,20170109714,0000-00-00,"2017-01-09 18:35:54",NULL,NULL
715,20170110715,0000-00-00,"2017-01-10 17:17:56",NULL,NULL
716,20170112716,0000-00-00,"2017-01-12 10:50:34",NULL,NULL
717,20170112717,0000-00-00,"2017-01-12 10:59:35",NULL,NULL
718,20170116718,0000-00-00,"2017-01-16 12:38:51",NULL,NULL
719,20170116719,0000-00-00,"2017-01-16 17:58:34",NULL,NULL
720,20170117720,0000-00-00,"2017-01-17 12:08:43",NULL,NULL
721,20170117721,0000-00-00,"2017-01-17 15:12:51",NULL,NULL
722,20170118722,0000-00-00,"2017-01-18 12:06:40",NULL,NULL
723,20170119723,0000-00-00,"2017-01-19 11:19:34",NULL,NULL
724,20170123724,0000-00-00,"2017-01-23 18:04:39",NULL,NULL
725,20170125725,0000-00-00,"2017-01-25 12:38:53",NULL,NULL
726,20170125726,0000-00-00,"2017-01-25 18:20:11",NULL,NULL
727,20170129727,0000-00-00,"2017-01-29 15:29:31",NULL,NULL
728,20170130728,0000-00-00,"2017-01-30 09:10:34",NULL,NULL
729,20170130729,0000-00-00,"2017-01-30 09:11:20",NULL,NULL
730,20170130730,0000-00-00,"2017-01-30 09:12:07",NULL,NULL
731,20170130731,0000-00-00,"2017-01-30 12:33:48",NULL,NULL
732,20170130732,0000-00-00,"2017-01-30 13:12:22",NULL,NULL
733,20170130733,0000-00-00,"2017-01-30 14:39:59",NULL,NULL
734,20170130734,0000-00-00,"2017-01-30 14:44:45",NULL,NULL
735,20170130735,0000-00-00,"2017-01-30 16:23:23",NULL,NULL
736,20170130736,0000-00-00,"2017-01-30 16:41:27",NULL,NULL
737,20170130737,0000-00-00,"2017-01-30 16:51:34",NULL,NULL
738,20170130738,0000-00-00,"2017-01-30 17:24:28",NULL,NULL
739,20170131739,0000-00-00,"2017-01-31 11:00:15",NULL,NULL
740,20170131740,0000-00-00,"2017-01-31 11:13:50",NULL,NULL
741,20170131741,0000-00-00,"2017-01-31 12:42:57",NULL,NULL
742,20170131742,0000-00-00,"2017-01-31 13:54:47",NULL,NULL
743,20170131743,0000-00-00,"2017-01-31 14:04:59",NULL,NULL
744,20170131744,0000-00-00,"2017-01-31 16:20:56",NULL,NULL
745,20170131745,0000-00-00,"2017-01-31 16:22:42",NULL,NULL
746,20170201746,0000-00-00,"2017-02-01 16:21:09",NULL,NULL
747,20170201747,0000-00-00,"2017-02-01 16:22:54",NULL,NULL
748,20170202748,0000-00-00,"2017-02-02 11:24:35",NULL,NULL
749,20170202749,0000-00-00,"2017-02-02 13:27:21",NULL,NULL
750,20170202750,0000-00-00,"2017-02-02 13:28:42",NULL,NULL
751,20170205751,0000-00-00,"2017-02-05 10:37:53",NULL,NULL
752,20170205752,0000-00-00,"2017-02-05 10:55:54",NULL,NULL
753,20170205753,0000-00-00,"2017-02-05 12:56:56",NULL,NULL
754,20170205754,0000-00-00,"2017-02-05 12:57:27",NULL,NULL
755,20170205755,0000-00-00,"2017-02-05 12:59:09",NULL,NULL
756,20170205756,0000-00-00,"2017-02-05 16:48:24",NULL,NULL
757,20170205757,0000-00-00,"2017-02-05 16:51:43",NULL,NULL
758,20170205758,0000-00-00,"2017-02-05 16:53:15",NULL,NULL
759,20170206759,0000-00-00,"2017-02-06 09:48:19",NULL,NULL
760,20170206760,0000-00-00,"2017-02-06 09:48:47",NULL,NULL
761,20170206761,0000-00-00,"2017-02-06 09:49:26",NULL,NULL
762,20170206762,0000-00-00,"2017-02-06 09:50:08",NULL,NULL
763,20170206763,0000-00-00,"2017-02-06 09:51:18",NULL,NULL
764,20170206764,0000-00-00,"2017-02-06 10:01:56",NULL,NULL
765,20170206765,0000-00-00,"2017-02-06 11:38:27",NULL,NULL
766,20170206766,0000-00-00,"2017-02-06 12:29:21",NULL,NULL
